Kingdom	Supergroup	Division	Class	Order	Family	Genus	Species
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minidiscus	Minidiscus_sp.
Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Protodinium	Protodinium_simplex
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Centropages	Centropages_typicus
Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Brockmanniella	Brockmanniella brockmannii
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Bispinodinium	Bispinodinium_angelaceum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_similoides
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium_chlorophorum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minidiscus	Minidiscus_spinulatus
Eukaryota	Opisthokonta	Choanoflagellida	Choanoflagellatea	Acanthoecida	Stephanoecidae_Group_D	Stephanoecidae_Group_D_X	Stephanoecidae_Group_D_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_concilians
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_cordatum
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Guinardia	Guinardia_striata
Eukaryota	Stramenopiles	Pseudofungi	MAST-1	MAST-1C	MAST-1C_X	MAST-1C_XX	MAST-1C_XX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
Eukaryota	Hacrobia	Telonemia	Telonemia_X	Telonemia_XX	Telonemia-Group-2	Telonemia-Group-2_X	Telonemia-Group-2_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Oithona	Oithona_brevicornis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Pelagophyceae	Pelagomonadales	Pelagomonadaceae	Aureococcus	Aureococcus_anophagefferens
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
Eukaryota	Alveolata	Ciliophora	Phyllopharyngea	Suctoria	Suctoria_X	Suctoria_XX	Suctoria_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Biecheleria	Biecheleria_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Cryothecomonas-lineage	Cryothecomonas	Cryothecomonas_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Amphisamytha	Amphisamytha_bioculata
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Minutocellus	Minutocellus_polymorphus
Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picomonas	Picomonas_judraskeda
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_rotula
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Corethron	Corethron_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Leptocylindrus	Leptocylindrus_minimus
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Amphisamytha	Amphisamytha_bioculata
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Acartia	Acartia_tonsa
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-10-and-11	Dino-Group-II-Clade-10-and-11_X	Dino-Group-II-Clade-10-and-11_X_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_lucimarinus
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Stenosemellidae	Stenosemella	Stenosemella_pacifica
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Pseudocalanus	Pseudocalanus_moultoni
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Guinardia	Guinardia_striata
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_bravo_B2
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida_B	Strombidiida_B_X	Strombidiida_B_XX	Strombidiida_B_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_cordatum
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	TAGIRI1-lineage	TAGIRI1-lineage_X	TAGIRI1-lineage_X_sp.
Eukaryota	Stramenopiles	Pseudofungi	Pirsonia_Clade	Pirsonia_Clade_X	Pirsonia_Clade_XX	Pirsonia	Pirsonia_formosa
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_helveticum
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_L	Strombidiidae_L_X	Strombidiidae_L_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Appendicularia	Oikopleura	Oikopleura_sp.
Eukaryota	Stramenopiles	Ochrophyta	Ochrophyta_X	Ochrophyta_XX	Ochrophyta_XXX	Pseudosolenia	Pseudosolenia_calcar-avis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Naiadinium	Naiadinium_polonicum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_spirale
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Goniodomataceae	Alexandrium	Alexandrium_ostenfeldii
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Lepidodinium	Lepidodinium_chlorophorum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_heterogrammum
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_furca
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Skeletonema	Skeletonema_marinoi
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Isochrysidales	Noelaerhabdaceae	Gephyrocapsa	Gephyrocapsa_oceanica
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_grandis
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Corethron	Corethron_hystrix
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Dinophyceae_X	Dinophyceae_XX	Dinophyceae_XXX	Dinophyceae_XXX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	Pelagostrobilidium_neptuni
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	Prorocentrum_cordatum
Eukaryota	Amoebozoa	Conosa	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Mastigamoeba_simplex
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Plagioselmis	Plagioselmis_prolonga
Eukaryota	Rhizaria	Radiolaria	Acantharea	Acantharea_F	Acantharea_F3	Acanthometra	Acanthometra_sp.
Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Skeletonema	Skeletonema_menzellii
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Araphid-pennate	Dimeregramma	Dimeregramma_minor
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Phaeocystales	Phaeocystaceae	Phaeocystis	Phaeocystis_globosa
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_A	Laboea	Laboea_strobila
Eukaryota	Stramenopiles	Stramenopiles_X	Stramenopiles_X-Group-7	Stramenopiles_X-Group-7_X	Stramenopiles_X-Group-7_XX	Stramenopiles_X-Group-7_XXX	Stramenopiles_X-Group-7_XXX_sp.
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Geminigera	Geminigera_cryophila
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Woloszynskia	Woloszynskia_sp.
Eukaryota	Stramenopiles	Sagenista	MAST-6	MAST-6_X	MAST-6_XX	MAST-6_XXX	MAST-6_XXX_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Centropages	Centropages_hamatus
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Paulinellidae	Paulinella	Paulinella_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Cerataulina	Cerataulina_pelagica
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadales_X	Cymbomonas	Cymbomonas_tetramitiformis
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_grandis
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_Q	Strombidiidae_Q_X	Strombidiidae_Q_X_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_pusilla
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Guinardia	Guinardia_flaccida
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_fusus
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Gonyaulax_spinifera
Eukaryota	Stramenopiles	Sagenista	Labyrinthulomycetes	Thraustochytrida	Thraustochytriaceae	Thraustochytriaceae_LAB17	Thraustochytriaceae_LAB17_sp.
Eukaryota	Stramenopiles	Pseudofungi	MAST-2	MAST-2D	MAST-2D_X	MAST-2D_XX	MAST-2D_XX_sp.
Eukaryota	Rhizaria	Cercozoa	Chlorarachniophyceae	Chlorarachniophyceae_X	NPK2-lineage	NPK2-lineage_X	NPK2-lineage_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Temora	Temora_longicornis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_sp.
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Dinobryon	Dinobryon_faculiferum
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_dorsalisulcum
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Cerataulina	Cerataulina_pelagica
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-14	Dino-Group-II-Clade-14_X	Dino-Group-II-Clade-14_X_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida_B	Strombidiida_B_X	Strombidiida_B_XX	Strombidiida_B_XX_sp.
Eukaryota	Archaeplastida	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonas	Chlamydomonas_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Warnowiaceae	Warnowia	Warnowia_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Oithona	Oithona_similis
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_grandis
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Opisthokonta	Metazoa	Brachiopoda	Brachiopoda_X	Brachiopoda_XX	Thecidellina	Thecidellina_japonica
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Pelagodinium	Pelagodinium_beii
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Rhabdonellidae	Schmidingerella	Schmidingerella_sp.
Eukaryota	Opisthokonta	Metazoa	Urochordata	Urochordata_X	Appendicularia	Oikopleura	Oikopleura_dioica
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Brockmanniella	Brockmanniella brockmannii
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Amphora	Amphora_marina
Eukaryota	Archaeplastida	Chlorophyta	Trebouxiophyceae	Chlorellales	Chlorellales_X	Picochlorum	Picochlorum_sp.
Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_1	Abeoformidae_Group_MAIP_1_X	Abeoformidae_Group_MAIP_1_X_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Tintinnida	Stenosemellidae	Stenosemella	Stenosemella_pacifica
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_XX	MAST-3D_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Heterocapsaceae	Heterocapsa	Heterocapsa_nei/rotundata
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-1	Dino-Group-I-Clade-1_X	Dino-Group-I-Clade-1_X_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Strombidiidae_M	Strombidium_M	Strombidium_caudispina
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Raphid-pennate	Tenuicylindrus	Tenuicylindrus_belgicus
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Polar-centric-Mediophyceae	Thalassiosira	Thalassiosira_tenera
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Suessiales	Suessiaceae	Ansanella	Ansanella_granifera
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_clade_B
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Strombidiida	Tontoniidae_B	Tontoniidae_B_X	Tontoniidae_B_X_sp.
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Falcomonas	Falcomonas_daucoides
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Bispinodinium	Bispinodinium_angelaceum
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-II	Dino-Group-II-Clade-6	Dino-Group-II-Clade-6_X	Dino-Group-II-Clade-6_X_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Pseudocalanus	Pseudocalanus_moultoni
Eukaryota	Stramenopiles	Sagenista	MAST-6	MAST-6_X	MAST-6_XX	MAST-6_XXX	MAST-6_XXX_sp.
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Strobilidiidae_I	Pelagostrobilidium	Pelagostrobilidium_neptuni
Eukaryota	Stramenopiles	Ochrophyta	Bacillariophyta	Bacillariophyta_X	Radial-centric-basal-Coscinodiscophyceae	Rhizosolenia	Rhizosolenia_setigera
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Pentapharsodinium	Pentapharsodinium_tyrrhenicum
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Bathycoccaceae	Ostreococcus	Ostreococcus_tauri
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Micromonas	Micromonas_bravo_B2
Eukaryota	Hacrobia	Haptophyta	Prymnesiophyceae	Prymnesiales	Chrysochromulinaceae	Chrysochromulina	Chrysochromulina_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Opisthokonta	Fungi	Basidiomycota	Pucciniomycotina	Cystobasidiomycetes	Rhodotorula	Rhodotorula_mucilaginosa
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa	Protaspa_grandis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_fusiforme
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gonyaulacales	Ceratiaceae	Tripos	Tripos_tenuis
Eukaryota	Opisthokonta	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilus	Mytilus_edulis
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Cossura	Cossura_sp.
Eukaryota	Opisthokonta	Metazoa	Arthropoda	Crustacea	Maxillopoda	Temora	Temora_longicornis
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3E	MAST-3E_X	MAST-3E_XX	MAST-3E_XX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Protaspa-lineage	Protaspa-lineage_X	Protaspa-lineage_X_sp.
Eukaryota	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Magelona	Magelona_mirabilis
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Peridiniales	Thoracosphaeraceae	Scrippsiella	Scrippsiella_precaria
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliforma	Botuliforma_benthica
Eukaryota	Alveolata	Dinoflagellata	Syndiniales	Dino-Group-I	Dino-Group-I-Clade-4	Dino-Group-I-Clade-4_X	Dino-Group-I-Clade-4_X_sp.
Eukaryota	Opisthokonta	Mesomycetozoa	Ichthyosporea	Ichthyosphonida	Abeoformidae_Group_MAIP_2	Abeoformidae_Group_MAIP_2_X	Abeoformidae_Group_MAIP_2_X_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Polykrikos	Polykrikos_tanit
Eukaryota	Hacrobia	Cryptophyta	Cryptophyceae	Cryptomonadales	Cryptomonadales_X	Geminigera	Geminigera_cryophila
Eukaryota	Hacrobia	Katablepharidophyta	Katablepharidaceae	Katablepharidales	Katablepharidales_X	Katablepharidales_XX	Katablepharidales_XX_sp.
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gyrodinium	Gyrodinium_fusiforme
Eukaryota	Opisthokonta	Metazoa	Ctenophora	Ctenophora_X	Ctenophora_XX	Lampocteis	Lampocteis_cruentiventer
Eukaryota	Archaeplastida	Chlorophyta	Pyramimonadophyceae	Pyramimonadales	Pyramimonadaceae	Pyramimonas	Pyramimonas_australis
Eukaryota	Rhizaria	Cercozoa	Filosa-Thecofilosea	Ebriida	Botuliformidae	Botuliformidae_X	Botuliformidae_X_sp.
Eukaryota	Hacrobia	Picozoa	Picozoa_X	Picozoa_XX	Picozoa_XXX	Picozoa_XXXX	Picozoa_XXXX_sp.
Eukaryota	Archaeplastida	Chlorophyta	Mamiellophyceae	Mamiellales	Mamiellaceae	Mamiella	Mamiella_gilva
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Kareniaceae	Karlodinium	Karlodinium_veneficum
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3E	MAST-3E_X	MAST-3E_XX	MAST-3E_XX_sp.
Eukaryota	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Aspergillus	Aspergillus_wentii
Eukaryota:plas	Archaeplastida:plas	Chlorophyta:plas	Trebouxiophyceae:plas	Watanabea-Clade:plas	Watanabea-Clade_X:plas	Chloroidium:plas	Chloroidium_ellipsoideum:plas
Eukaryota	Alveolata	Dinoflagellata	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Gymnodinium	Gymnodinium_dorsalisulcum
Eukaryota	Stramenopiles	Ochrophyta	Chrysophyceae	Chrysophyceae_X	Chrysophyceae_Clade-C	Chrysophyceae_Clade-C_X	Chrysophyceae_Clade-C_X_sp.
Eukaryota	Stramenopiles	Opalozoa	MAST-3	MAST-3D	MAST-3D_X	MAST-3D_XX	MAST-3D_XX_sp.
Eukaryota	Rhizaria	Cercozoa	Filosa-Imbricatea	Filosa-Imbricatea_X	Novel-clade-2	Novel-clade-2_X	Novel-clade-2_X_sp.
Eukaryota	Alveolata	Apicomplexa	Apicomplexa_X	Apicomplexa_XX	Apicomplexa_XXX	Apicomplexa_XXXX	Apicomplexa_XXXX_sp.
Eukaryota	Alveolata	Ciliophora	Spirotrichea	Choreotrichida	Leegaardiellidae_B	Leegaardiella	Leegaardiella_sp.
